"Agent_ID","Cluster","Team_Size","Sprint_Length_Weeks","Commit_Frequency_Per_Day","Security_Debt","Vulnerabilities_Open","Automated_Scan_Coverage","Predicted_Security_Debt","Residual_Error"
855,"Cluster 1",10,2,18,15.46,9,87,16.45,-0.99
856,"Cluster 1",12,1,12,13.03,8,98,16.2,-3.17
857,"Cluster 3",48,3,1,70.88,30,40,72.3,-1.42
858,"Cluster 2",22,2,7,40.18,18,71,40.95,-0.77
859,"Cluster 2",26,1,7,47.85,24,47,53.64,-5.79
860,"Cluster 3",53,1,2,76.2,35,33,77.67,-1.47
861,"Cluster 1",8,2,12,20.66,12,83,22.13,-1.47
862,"Cluster 2",24,2,10,37.24,16,63,40.81,-3.57
863,"Cluster 1",8,1,15,29.3,13,75,26.4,2.9
864,"Cluster 1",11,3,16,23.8,10,77,22.19,1.61
865,"Cluster 1",10,2,17,22.48,9,85,20.28,2.2
866,"Cluster 2",23,2,10,42.95,18,67,42.29,0.66
867,"Cluster 2",28,2,9,42.93,22,67,45.55,-2.62
868,"Cluster 2",25,2,5,44.83,19,60,44.73,0.1
869,"Cluster 1",9,2,14,26.15,14,80,25.09,1.06
870,"Cluster 1",9,2,15,24.84,15,76,25.53,-0.69
871,"Cluster 2",24,3,9,41.12,20,65,41.83,-0.71
872,"Cluster 2",18,3,6,39.93,21,69,42.11,-2.18
873,"Cluster 3",55,1,1,77.41,35,34,77.54,-0.13
874,"Cluster 1",10,2,15,19.39,10,94,16.06,3.33
875,"Cluster 3",55,3,3,69.66,31,50,70.65,-0.99
876,"Cluster 1",7,2,14,28.46,15,78,25.97,2.49
877,"Cluster 2",19,2,4,44.2,20,66,44.92,-0.72
878,"Cluster 1",11,2,16,25.85,14,75,24.81,1.04
879,"Cluster 3",52,2,5,83.71,35,33,80.42,3.29
880,"Cluster 1",15,2,17,5.05,4,90,11.44,-6.39
881,"Cluster 2",28,2,9,39.12,20,69,42.95,-3.83
882,"Cluster 3",44,2,2,75.97,34,33,78.24,-2.27
883,"Cluster 1",7,1,17,14.93,8,89,15.88,-0.95
884,"Cluster 2",30,2,10,54.67,25,63,50.94,3.73
885,"Cluster 1",9,2,15,18.54,9,83,19.48,-0.94
886,"Cluster 3",52,2,2,72.11,31,39,72.15,-0.04
887,"Cluster 1",10,1,14,19.42,12,75,23.81,-4.39
888,"Cluster 2",26,4,10,50.41,25,56,49.47,0.94
889,"Cluster 2",22,3,5,46.96,23,57,46.92,0.04
890,"Cluster 2",26,1,3,42.97,18,60,44.55,-1.58
891,"Cluster 1",13,2,15,5.29,5,100,13.52,-8.23
892,"Cluster 3",48,2,2,80.61,33,43,76.1,4.51
893,"Cluster 1",8,3,17,30.91,17,64,31.6,-0.69
894,"Cluster 1",9,3,17,11.2,5,88,13.71,-2.51
895,"Cluster 3",48,3,5,65.27,28,39,69.04,-3.77
896,"Cluster 3",45,1,6,81.86,35,36,79.67,2.19
897,"Cluster 2",23,4,7,47.03,21,60,45.59,1.44
898,"Cluster 2",16,1,5,48,21,54,49.17,-1.17
899,"Cluster 2",24,2,8,47.34,24,55,48.91,-1.57
900,"Cluster 3",47,3,3,84.75,34,33,80.47,4.28
901,"Cluster 3",49,3,1,81.77,37,39,77.33,4.44
902,"Cluster 1",11,2,15,23.45,11,80,23.19,0.26
903,"Cluster 3",48,2,4,82.43,35,28,80.69,1.74
904,"Cluster 1",11,4,13,13.96,8,82,16.93,-2.97
905,"Cluster 1",7,2,14,16.52,11,86,19.93,-3.41
906,"Cluster 1",7,3,15,28.05,12,71,25.79,2.26
907,"Cluster 3",50,2,3,78.27,32,32,75.83,2.44
908,"Cluster 3",48,1,1,72.57,34,51,74.76,-2.19
909,"Cluster 3",54,1,3,77.54,33,34,75.97,1.57
910,"Cluster 2",26,4,3,46,22,57,47.86,-1.86
911,"Cluster 2",17,2,8,45,22,65,46.19,-1.19
912,"Cluster 2",21,2,11,48.55,23,63,47.3,1.25
913,"Cluster 3",49,1,5,74.64,33,50,72.96,1.68
914,"Cluster 1",9,2,14,28.89,16,75,28.02,0.87
915,"Cluster 2",26,1,8,47.8,21,58,47.08,0.72
916,"Cluster 3",49,1,5,78.91,32,40,74.26,4.65
917,"Cluster 1",13,2,15,23.66,11,84,21.38,2.28
918,"Cluster 1",9,2,15,19.21,8,86,18.36,0.85
919,"Cluster 2",27,2,12,44.63,20,67,43.57,1.06
920,"Cluster 2",27,2,9,49.71,24,63,48.66,1.05
921,"Cluster 3",51,1,4,76.46,32,39,74.72,1.74
922,"Cluster 2",24,2,8,52.97,24,53,50.31,2.66
923,"Cluster 2",26,2,6,47.32,22,63,47.69,-0.37
924,"Cluster 3",48,2,1,83.09,35,33,80.33,2.76
925,"Cluster 1",11,1,15,20.94,13,79,26.51,-5.57
926,"Cluster 1",11,2,13,15,7,90,15.73,-0.73
927,"Cluster 2",22,2,6,35.69,16,72,37.84,-2.15
928,"Cluster 1",12,2,13,30.81,16,75,28.47,2.34
929,"Cluster 2",26,2,10,40.21,19,73,41.35,-1.14
930,"Cluster 3",45,2,4,74.03,32,38,74.83,-0.8
931,"Cluster 3",48,2,6,75.62,31,39,73.63,1.99
932,"Cluster 2",24,1,12,53.48,26,58,50.42,3.06
933,"Cluster 3",54,3,3,72.23,33,43,74.08,-1.85
934,"Cluster 1",9,4,14,21.11,11,81,19.83,1.28
935,"Cluster 3",53,3,6,75.01,34,37,76.06,-1.05
936,"Cluster 2",26,2,9,44.13,18,67,42.75,1.38
937,"Cluster 1",10,2,16,25.73,14,79,24.66,1.07
938,"Cluster 3",49,2,1,81.7,35,37,79.94,1.76
939,"Cluster 3",53,3,6,77.72,35,33,77.58,0.14
940,"Cluster 2",28,3,10,41.47,21,67,41.84,-0.37
941,"Cluster 3",53,2,5,73.39,34,36,77.64,-4.25
942,"Cluster 1",10,2,10,16.94,9,95,18.34,-1.4
943,"Cluster 2",21,2,7,46,22,62,47.94,-1.94
944,"Cluster 1",10,2,11,19.26,8,85,19.05,0.21
945,"Cluster 2",26,1,8,53.2,23,50,51.13,2.07
946,"Cluster 2",25,2,12,35.67,15,73,35.07,0.6
947,"Cluster 1",11,2,16,12.16,8,93,14.56,-2.4
948,"Cluster 2",23,1,9,40.92,19,66,42.05,-1.13
949,"Cluster 1",8,3,15,21.16,9,80,20.14,1.02
950,"Cluster 2",25,1,5,58.62,26,55,54.35,4.27
951,"Cluster 1",9,2,12,15.74,10,86,18.77,-3.03
952,"Cluster 2",29,2,11,45.32,20,67,44.5,0.82
953,"Cluster 3",50,1,3,77.18,33,38,76.09,1.09
954,"Cluster 2",28,2,8,47.94,21,55,47.37,0.57
955,"Cluster 2",23,1,10,43.42,20,61,44.21,-0.79
956,"Cluster 3",49,2,1,85.42,37,33,80.52,4.9
957,"Cluster 1",8,4,14,11.77,5,90,14.22,-2.45
958,"Cluster 2",24,1,6,46.08,19,67,44.56,1.52
959,"Cluster 1",9,1,14,20.36,11,75,23.36,-3
960,"Cluster 1",9,2,18,23.74,14,75,24.06,-0.32
961,"Cluster 1",10,2,17,19.65,9,81,20.26,-0.61
962,"Cluster 1",16,1,17,18.03,9,83,20.99,-2.96
963,"Cluster 1",15,3,13,13.07,6,82,14.99,-1.92
964,"Cluster 2",27,1,9,46.18,20,60,44.34,1.84
965,"Cluster 3",48,2,5,79.89,34,30,79.9,-0.01
966,"Cluster 1",7,4,15,19.91,10,87,18.45,1.46
967,"Cluster 1",10,2,14,16.83,10,81,19.41,-2.58
968,"Cluster 2",26,3,6,25.86,12,80,31.02,-5.16
969,"Cluster 3",52,2,6,71.46,31,46,71.15,0.31
970,"Cluster 1",10,3,14,22.87,12,79,22.35,0.52
971,"Cluster 3",59,2,3,74.03,33,44,74.58,-0.55
972,"Cluster 2",26,2,9,48.81,22,65,47.09,1.72
973,"Cluster 3",46,2,5,75.92,32,37,74.68,1.24
974,"Cluster 2",24,3,8,32.63,18,67,37.81,-5.18
975,"Cluster 2",22,2,8,42.64,19,67,42.35,0.29
976,"Cluster 1",9,2,14,34.16,15,65,30.52,3.64
977,"Cluster 3",49,2,5,71.76,30,43,72.31,-0.55
978,"Cluster 2",20,2,7,43.56,17,61,42.72,0.84
979,"Cluster 2",22,1,9,49.96,23,67,47.21,2.75
980,"Cluster 1",9,3,14,27.1,15,72,28.1,-1
981,"Cluster 1",8,2,18,25.48,11,78,22.91,2.57
982,"Cluster 1",12,2,15,19.28,11,90,19.43,-0.15
983,"Cluster 3",47,2,4,72.35,33,49,72.07,0.28
984,"Cluster 1",8,4,15,13.73,10,86,18.39,-4.66
985,"Cluster 3",46,2,5,74.2,34,44,74.58,-0.38
986,"Cluster 3",53,2,4,64.72,29,48,68.66,-3.94
987,"Cluster 2",32,2,10,46.51,20,65,44.77,1.74
988,"Cluster 2",25,2,9,43.61,19,72,41.59,2.02
989,"Cluster 2",32,4,9,42.35,21,62,44.46,-2.11
990,"Cluster 1",10,3,13,33.85,17,75,29.58,4.27
991,"Cluster 2",24,1,7,47.17,23,60,49.01,-1.84
992,"Cluster 2",20,2,10,49.88,22,56,47.96,1.92
993,"Cluster 1",9,3,12,12.1,6,80,15.9,-3.8
994,"Cluster 1",12,2,12,17.69,12,85,21.04,-3.35
995,"Cluster 1",14,3,19,34.39,17,81,30.07,4.32
996,"Cluster 3",53,2,3,72.27,29,38,72.57,-0.3
997,"Cluster 1",7,1,18,13.46,10,91,16.62,-3.16
998,"Cluster 2",25,2,10,50.92,22,49,49.93,0.99
999,"Cluster 1",6,3,15,17.03,9,90,16.86,0.17
1000,"Cluster 2",27,2,8,49.86,22,56,48.93,0.93
